"id","zip_code","name_th","name_en","amphure_id","created_at","updated_at","deleted_at"
"160404","15130","ห้วยหิน","Huai Hin","100","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160405","15230","ม่วงค่อม","Muang Khom","100","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160406","15130","บัวชุม","Bua Chum","100","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160407","15130","ท่าดินดำ","Tha Din Dam","100","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160408","15230","มะกอกหวาน","Makok Wan","100","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160409","15130","ซับตะเคียน","Sap Takhian","100","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160410","15190","นาโสม","Na Som","100","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160411","15130","หนองยายโต๊ะ","Nong Yai To","100","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160412","15130","เกาะรัง","Ko Rang","100","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160414","15130","ท่ามะนาว","Tha Manao","100","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160417","15130","นิคมลำนารายณ์","Nikhom Lam Narai","100","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160418","15230","ชัยบาดาล","Chai Badan","100","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160419","15130","บ้านใหม่สามัคคี","Ban Mai Samakkhi","100","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160422","15130","เขาแหลม","Khao Laem","100","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160501","15150","ท่าวุ้ง","Tha Wung","101","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160502","15150","บางคู้","Bang Khu","101","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160503","15150","โพตลาดแก้ว","Pho Talat Kaeo","101","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160504","15150","บางลี่","Bang Li","101","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160505","15150","บางงา","Bang Nga","101","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160506","15150","โคกสลุด","Khok Salut","101","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160507","15180","เขาสมอคอน","Khao Samo Khon","101","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160508","15150","หัวสำโรง","Hua Samrong","101","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160509","15150","ลาดสาลี่","Lat Sali","101","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160510","15150","บ้านเบิก","Ban Boek","101","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160511","15150","มุจลินท์","Mutchalin","101","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160601","15110","ไผ่ใหญ่","Phai Yai","102","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160602","15110","บ้านทราย","Ban Sai","102","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160603","15110","บ้านกล้วย","Ban Kluai","102","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160604","15110","ดงพลับ","Dong Phlap","102","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160605","15180","บ้านชี","Ban Chi","102","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160606","15110","พุคา","Phu Kha","102","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160607","15110","หินปัก","Hin Pak","102","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160608","15110","บางพึ่ง","Bang Phueng","102","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160609","15110","หนองทรายขาว","Nong Sai Khao","102","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160610","15110","บางกะพี้","Bang Kaphi","102","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160611","15110","หนองเต่า","Nong Tao","102","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160612","15110","โพนทอง","Phon Thong","102","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160613","15180","บางขาม","Bang Kham","102","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160614","15110","ดอนดึง","Don Dueng","102","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160615","15110","ชอนม่วง","Chon Muang","102","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160616","15110","หนองกระเบียน","Nong Krabian","102","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160617","15110","สายห้วยแก้ว","Sai Huai Kaeo","102","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160618","15110","มหาสอน","Maha Son","102","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160619","15110","บ้านหมี่","Ban Mi","102","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160620","15110","เชียงงา","Chiang Nga","102","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160621","15110","หนองเมือง","Nong Mueang","102","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160622","15110","สนามแจง","Sanam Chaeng","102","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160701","15230","ท่าหลวง","Tha Luang","103","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160702","15230","แก่งผักกูด","Kaeng Phak Kut","103","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160703","15230","ซับจำปา","Sap Champa","103","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160704","15230","หนองผักแว่น","Nong Phak Waen","103","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160705","15230","ทะเลวังวัด","Thale Wang Wat","103","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160706","15230","หัวลำ","Hua Lam","103","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160801","15240","สระโบสถ์","Sa Bot","104","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160802","15240","มหาโพธิ","Maha Phot","104","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160803","15240","ทุ่งท่าช้าง","Thung Tha Chang","104","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160804","15240","ห้วยใหญ่","Huai Yai","104","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160805","15240","นิยมชัย","Niyom Chai","104","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160901","15250","โคกเจริญ","Khok Charoen","105","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160902","15250","ยางราก","Yang Rak","105","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160903","15250","หนองมะค่า","Nong Makha","105","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160904","15250","วังทอง","Wang Thong","105","9/8/2019 03:33:09","9/8/2019 03:33:09",
"160905","15250","โคกแสมสาร","Khok Samae San","105","9/8/2019 03:33:09","9/8/2019 03:33:09",
"161001","15190","ลำสนธิ","Lam Sonthi","106","9/8/2019 03:33:09","9/8/2019 03:33:09",
"161002","15190","ซับสมบูรณ์","Sap Sombun","106","9/8/2019 03:33:09","9/8/2019 03:33:09",
"161003","15190","หนองรี","Nong Ri","106","9/8/2019 03:33:09","9/8/2019 03:33:09",
"161004","15190","กุดตาเพชร","Kut Ta Phet","106","9/8/2019 03:33:09","9/8/2019 03:33:09",
"161005","15190","เขารวก","Khao Ruak","106","9/8/2019 03:33:09","9/8/2019 03:33:09",
"161006","15130","เขาน้อย","Khao Noi","106","9/8/2019 03:33:09","9/8/2019 03:33:09",
"161101","15170","หนองม่วง","Nong Muang","107","9/8/2019 03:33:09","9/8/2019 03:33:09",
"161102","15170","บ่อทอง","Bo Thong","107","9/8/2019 03:33:09","9/8/2019 03:33:09",
"161103","15170","ดงดินแดง","Dong Din Daeng","107","9/8/2019 03:33:09","9/8/2019 03:33:09",
"161104","15170","ชอนสมบูรณ์","Chon Sombun","107","9/8/2019 03:33:09","9/8/2019 03:33:09",
"161105","15170","ยางโทน","Yang Thon","107","9/8/2019 03:33:09","9/8/2019 03:33:09",
"161106","15170","ชอนสารเดช","Chon Saradet","107","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170101","16000","บางพุทรา","Bang Phutsa","109","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170102","16000","บางมัญ","Bang Man","109","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170103","16000","โพกรวม","Phok Ruam","109","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170104","16000","ม่วงหมู่","Muang Mu","109","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170105","16000","หัวไผ่","Hua Phai","109","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170106","16000","ต้นโพธิ์","Ton Pho","109","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170107","16000","จักรสีห์","Chaksi","109","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170108","16000","บางกระบือ","Bang Krabue","109","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170201","16130","สิงห์","Sing","110","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170202","16130","ไม้ดัด","Mai Dat","110","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170203","16130","เชิงกลัด","Choeng Klat","110","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170204","16130","โพชนไก่","Pho Chon Kai","110","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170205","16130","แม่ลา","Mae La","110","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170206","16130","บ้านจ่า","Ban Cha","110","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170207","16130","พักทัน","Phak Than","110","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170208","16130","สระแจง","Sa Chaeng","110","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170301","16150","โพทะเล","Pho Thale","111","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170302","16150","บางระจัน","Bang Rachan","111","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170303","16150","โพสังโฆ","Pho Sangkho","111","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170304","16150","ท่าข้าม","Tha Kham","111","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170305","16150","คอทราย","Kho Sai","111","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170306","16150","หนองกระทุ่ม","Nong Krathum","111","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170401","16120","พระงาม","Phra Ngam","112","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170402","16160","พรหมบุรี","Phrom Buri","112","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170403","16120","บางน้ำเชี่ยว","Bang Nam Chiao","112","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170404","16120","บ้านหม้อ","Ban Mo","112","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170405","16120","บ้านแป้ง","Ban Paeng","112","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170406","16120","หัวป่า","Hua Pa","112","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170407","16120","โรงช้าง","Rong Chang","112","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170501","16140","ถอนสมอ","Thon Samo","113","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170502","16140","โพประจักษ์","Pho Prachak","113","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170503","16140","วิหารขาว","Wihan Khao","113","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170504","16140","พิกุลทอง","Phikun Thong","113","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170601","16110","อินทร์บุรี","In Buri","114","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170602","16110","ประศุก","Prasuk","114","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170603","16110","ทับยา","Thap Ya","114","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170604","16110","งิ้วราย","Ngio Rai","114","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170605","16110","ชีน้ำร้าย","Chi Nam Rai","114","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170606","16110","ท่างาม","Tha Ngam","114","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170607","16110","น้ำตาล","Namtan","114","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170608","16110","ทองเอน","Thong En","114","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170609","16110","ห้วยชัน","Huai Chan","114","9/8/2019 03:33:09","9/8/2019 03:33:09",
"170610","16110","โพธิ์ชัย","Pho Chai","114","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180101","17000","ในเมือง","Nai Mueang","115","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180102","17000","บ้านกล้วย","Ban Kluai","115","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180103","17000","ท่าชัย","Tha Chai","115","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180104","17000","ชัยนาท","Chai Nat","115","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180105","17000","เขาท่าพระ","Khao Tha Phra","115","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180106","17000","หาดท่าเสา","Hat Tha Sao","115","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180107","17000","ธรรมามูล","Thammamun","115","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180108","17000","เสือโฮก","Suea Hok","115","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180109","17000","นางลือ","Nang Lue","115","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180201","17110","คุ้งสำเภา","Khung Samphao","116","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180202","17110","วัดโคก","Wat Khok","116","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180203","17110","ศิลาดาน","Sila Dan","116","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180204","17110","ท่าฉนวน","Tha Chanuan","116","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180205","17170","หางน้ำสาคร","Hang Nam Sakhon","116","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180206","17170","ไร่พัฒนา","Rai Phatthana","116","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180207","17170","อู่ตะเภา","U Taphao","116","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180301","17120","วัดสิงห์","Wat Sing","117","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180302","17120","มะขามเฒ่า","Makham Thao","117","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180303","17120","หนองน้อย","Nong Noi","117","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180304","17120","หนองบัว","Nong Bua","117","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180306","17120","หนองขุ่น","Bo Rae","117","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180307","17120","บ่อแร่","Wang Man","117","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180311","17120","วังหมัน","Wang Man","117","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180401","17150","สรรพยา","Sapphaya","118","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180402","17150","ตลุก","Taluk","118","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180403","17150","เขาแก้ว","Khao Kaeo","118","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180404","17150","โพนางดำตก","Pho Nang Dam Tok","118","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180405","17150","โพนางดำออก","Pho Nang Dam Ok","118","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180406","17150","บางหลวง","Bang Luang","118","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180407","17150","หาดอาษา","Hat Asa","118","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180501","17140","แพรกศรีราชา","Phraek Si Racha","119","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180502","17140","เที่ยงแท้","Thiang Thae","119","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180503","17140","ห้วยกรด","Huai Krot","119","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180504","17140","โพงาม","Pho Ngam","119","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180505","17140","บางขุด","Bang Khut","119","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180506","17140","ดงคอน","Dong Khon","119","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180507","17140","ดอนกำ","Don Kam","119","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180508","17140","ห้วยกรดพัฒนา","Huai Krot Phatthana","119","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180601","17130","หันคา","Hankha","120","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180602","17130","บ้านเชี่ยน","Ban Chian","120","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180605","17130","ไพรนกยูง","Phrai Nok Yung","120","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180606","17160","หนองแซง","Nong Saeng","120","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180607","17160","ห้วยงู","Huai Ngu","120","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180608","17130","วังไก่เถื่อน","Wang Kai Thuean","120","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180609","17130","เด่นใหญ่","Den Yai","120","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180611","17160","สามง่ามท่าโบสถ์","Sam Ngam Tha Bot","120","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180701","17120","หนองมะโมง","Nong Mamong","121","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180702","17120","วังตะเคียน","Wang Takhian","121","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180703","17120","สะพานหิน","Saphan Hin","121","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180704","17120","กุดจอก","Kut Chok","121","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180801","17130","เนินขาม","Noen Kham","122","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180802","17130","กะบกเตี้ย","Kabok Tia","122","9/8/2019 03:33:09","9/8/2019 03:33:09",
"180803","17130","สุขเดือนห้า","Suk Duean Ha","122","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190101","18000","ปากเพรียว","Pak Phriao","123","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190105","18000","ดาวเรือง","Dao Rueang","123","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190106","18000","นาโฉง","Na Chong","123","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190107","18000","โคกสว่าง","Khok Sawang","123","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190108","18000","หนองโน","Nong No","123","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190109","18000","หนองยาว","Nong Yao","123","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190110","18000","ปากข้าวสาร","Pak Khao San","123","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190111","18000","หนองปลาไหล","Nong Pla Lai","123","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190112","18000","กุดนกเปล้า","Kut Nok Plao","123","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190113","18000","ตลิ่งชัน","Taling Chan","123","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190114","18000","ตะกุด","Takut","123","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190201","18110","แก่งคอย","Kaeng Khoi","124","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190202","18260","ทับกวาง","Thap Kwang","124","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190203","18110","ตาลเดี่ยว","Tan Diao","124","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190204","18110","ห้วยแห้ง","Huai Haeng","124","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190205","18110","ท่าคล้อ","Tha Khlo","124","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190206","18110","หินซ้อน","Hin Son","124","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190207","18110","บ้านธาตุ","Ban That","124","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190208","18110","บ้านป่า","Ban Pa","124","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190209","18110","ท่าตูม","Tha Tum","124","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190210","18110","ชะอม","Cha-om","124","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190211","18110","สองคอน","Song Khon","124","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190212","18110","เตาปูน","Tao Pun","124","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190213","18110","ชำผักแพว","Cham Phak Phaeo","124","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190215","18110","ท่ามะปราง","Tha Maprang","124","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190301","18140","หนองแค","Nong Khae","125","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190302","18140","กุ่มหัก","Kum Hak","125","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190303","18250","คชสิทธิ์","Khotchasit","125","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190304","18250","โคกตูม","Khok Tum","125","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190305","18230","โคกแย้","Khok Yae","125","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190306","18230","บัวลอย","Bua Loi","125","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190307","18140","ไผ่ต่ำ","Phai Tam","125","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190308","18250","โพนทอง","Phon Thong","125","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190309","18230","ห้วยขมิ้น","Huai Khamin","125","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190310","18230","ห้วยทราย","Huai Sai","125","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190311","18140","หนองไข่น้ำ","Nong Khai Nam","125","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190312","18140","หนองแขม","Nong Khaem","125","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190313","18230","หนองจิก","Nong Chik","125","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190314","18140","หนองจรเข้","Nong Chorakhe","125","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190315","18230","หนองนาก","Nong Nak","125","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190316","18140","หนองปลาหมอ","Nong Pla Mo","125","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190317","18140","หนองปลิง","Nong Pling","125","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190318","18140","หนองโรง","Nong Rong","125","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190401","18150","หนองหมู","Nong Mu","126","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190402","18150","บ้านลำ","Ban Lam","126","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190403","18150","คลองเรือ","Khlong Ruea","126","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190404","18150","วิหารแดง","Wihan Daeng","126","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190405","18150","หนองสรวง","Nong Suang","126","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190406","18150","เจริญธรรม","Charoen Tham","126","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190501","18170","หนองแซง","Nong Saeng","127","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190502","18170","หนองควายโซ","Nong Khwai So","127","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190503","18170","หนองหัวโพ","Nong Hua Pho","127","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190504","18170","หนองสีดา","Nong Sida","127","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190505","18170","หนองกบ","Nong Kop","127","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190506","18170","ไก่เส่า","Kai Sao","127","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190507","18170","โคกสะอาด","Khok Sa-at","127","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190508","18170","ม่วงหวาน","Muang Wan","127","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190509","18170","เขาดิน","Khao Din","127","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190601","18130","บ้านหมอ","Ban Mo","128","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190602","18130","บางโขมด","Bang Khamot","128","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190603","18130","สร่างโศก","Sang Sok","128","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190604","18130","ตลาดน้อย","Talat Noi","128","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190605","18130","หรเทพ","Horathep","128","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190606","18130","โคกใหญ่","Khok Yai","128","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190607","18130","ไผ่ขวาง","Phai Khwang","128","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190608","18270","บ้านครัว","Ban Khrua","128","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190609","18130","หนองบัว","Nong Bua","128","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190701","18210","ดอนพุด","Don Phut","129","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190702","18210","ไผ่หลิ่ว","Phai Lio","129","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190703","18210","บ้านหลวง","Ban Luang","129","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190704","18210","ดงตะงาว","Dong Ta-ngao","129","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190801","18190","หนองโดน","Nong Don","130","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190802","18190","บ้านกลับ","Ban Klap","130","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190803","18190","ดอนทอง","Don Thong","130","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190804","18190","บ้านโปร่ง","Ban Prong","130","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190901","18120","พระพุทธบาท","Phra Phutthabat","131","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190902","18120","ขุนโขลน","Khun Khlon","131","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190903","18120","ธารเกษม","Than Kasem","131","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190904","18120","นายาว","Na Yao","131","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190905","18120","พุคำจาน","Phu Kham Chan","131","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190906","18120","เขาวง","Khao Wong","131","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190907","18120","ห้วยป่าหวาย","Huai Pa Wai","131","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190908","18120","พุกร่าง","Phu Krang","131","9/8/2019 03:33:09","9/8/2019 03:33:09",
"190909","18120","หนองแก","Nong Kae","131","9/8/2019 03:33:09","9/8/2019 03:33:09",
"191001","18160","เสาไห้","Sao Hai","132","9/8/2019 03:33:09","9/8/2019 03:33:09",
"191002","18160","บ้านยาง","Ban Yang","132","9/8/2019 03:33:09","9/8/2019 03:33:09",
"191003","18160","หัวปลวก","Hua Pluak","132","9/8/2019 03:33:09","9/8/2019 03:33:09",
"191004","18160","งิ้วงาม","Ngio Ngam","132","9/8/2019 03:33:09","9/8/2019 03:33:09",
"191005","18160","ศาลารีไทย","Sala Ri Thai","132","9/8/2019 03:33:09","9/8/2019 03:33:09",
"191006","18160","ต้นตาล","Ton Tan","132","9/8/2019 03:33:09","9/8/2019 03:33:09",
"191007","18160","ท่าช้าง","Tha Chang","132","9/8/2019 03:33:09","9/8/2019 03:33:09",
"191008","18160","พระยาทด","Phraya Thot","132","9/8/2019 03:33:09","9/8/2019 03:33:09",
"191009","18160","ม่วงงาม","Muang Ngam","132","9/8/2019 03:33:09","9/8/2019 03:33:09",
"191010","18160","เริงราง","Roeng Rang","132","9/8/2019 03:33:09","9/8/2019 03:33:09",
"191011","18160","เมืองเก่า","Mueang Kao","132","9/8/2019 03:33:09","9/8/2019 03:33:09",
