id,name_th,name_en,province_id,created_at,updated_at,deleted_at
4123,อำเภอพิบูลย์รักษ์,Amphoe Phibun Rak,29,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4124,อำเภอกู่แก้ว,Amphoe Ku Kaeo,29,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4125,อำเภอประจักษ์ศิลปาคม,Amphoe rachak-sinlapakhom,29,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4201,อำเภอเมืองเลย,Amphoe Mueang Loei,30,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4202,อำเภอนาด้วง,Amphoe Na Duang,30,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4203,อำเภอเชียงคาน,Amphoe Chiang Khan,30,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4204,อำเภอปากชม,Amphoe Pak Chom,30,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4205,อำเภอด่านซ้าย,Amphoe Dan Sai,30,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4206,อำเภอนาแห้ว,Amphoe Na Haeo,30,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4207,อำเภอภูเรือ,Amphoe Phu Ruea,30,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4208,อำเภอท่าลี่,Amphoe Tha Li,30,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4209,อำเภอวังสะพุง,Amphoe Wang Saphung,30,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4210,อำเภอภูกระดึง,Amphoe Phu Kradueng,30,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4211,อำเภอภูหลวง,Amphoe Phu Luang,30,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4212,อำเภอผาขาว,Amphoe Pha Khao,30,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4213,อำเภอเอราวัณ,Amphoe Erawan,30,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4214,อำเภอหนองหิน,Amphoe Nong Hin,30,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4301,อำเภอเมืองหนองคาย,Amphoe Mueang Nong Khai,31,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4302,อำเภอท่าบ่อ,Amphoe Tha Bo,31,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4305,อำเภอโพนพิสัย,Amphoe Phon Phisai,31,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4307,อำเภอศรีเชียงใหม่,Amphoe Si Chiang Mai,31,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4308,อำเภอสังคม,Amphoe Sangkhom,31,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4314,อำเภอสระใคร,Amphoe Sakhrai,31,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4315,อำเภอเฝ้าไร่,Amphoe Fao Rai,31,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4316,อำเภอรัตนวาปี,Amphoe Rattanawapi,31,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4317,อำเภอโพธิ์ตาก,Amphoe Pho Tak,31,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4401,อำเภอเมืองมหาสารคาม,Amphoe Mueang Maha Sarakham,32,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4402,อำเภอแกดำ,Amphoe Kae Dam,32,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4403,อำเภอโกสุมพิสัย,Amphoe Kosum Phisai,32,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4404,อำเภอกันทรวิชัย,Amphoe Kantharawichai,32,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4405,อำเภอเชียงยืน,Amphoe Kantharawichai,32,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4406,อำเภอบรบือ,Amphoe Borabue,32,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4407,อำเภอนาเชือก,Amphoe Na Chueak,32,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4408,อำเภอพยัคฆภูมิพิสัย,Amphoe Phayakkhaphum Phisai,32,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4409,อำเภอวาปีปทุม,Amphoe Wapi Pathum,32,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4410,อำเภอนาดูน,Amphoe Na Dun,32,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4411,อำเภอยางสีสุราช,Amphoe Yang Sisurat,32,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4412,อำเภอกุดรัง,Amphoe Kut Rang,32,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4413,อำเภอชื่นชม,Amphoe Chuen Chom,32,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4501,อำเภอเมืองร้อยเอ็ด,Amphoe Mueang Roi Et,33,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4502,อำเภอเกษตรวิสัย,Amphoe Kaset Wisai,33,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4503,อำเภอปทุมรัตต์,Amphoe Pathum Rat,33,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4504,อำเภอจตุรพักตรพิมาน,Amphoe Chaturaphak Phiman,33,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4505,อำเภอธวัชบุรี,Amphoe Thawat Buri,33,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4506,อำเภอพนมไพร,Amphoe Phanom Phrai,33,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4507,อำเภอโพนทอง,Amphoe Phon Thong,33,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4508,อำเภอโพธิ์ชัย,Amphoe Pho Chai,33,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4509,อำเภอหนองพอก,Amphoe Nong Phok,33,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4510,อำเภอเสลภูมิ,Amphoe Selaphum,33,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4511,อำเภอสุวรรณภูมิ,Amphoe Suwannaphum,33,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4512,อำเภอเมืองสรวง,Amphoe Mueang Suang,33,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4513,อำเภอโพนทราย,Amphoe Phon Sai,33,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4514,อำเภออาจสามารถ,Amphoe At Samat,33,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4515,อำเภอเมยวดี,Amphoe Moei Wadi,33,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4516,อำเภอศรีสมเด็จ,Amphoe Si Somdet,33,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4517,อำเภอจังหาร,Amphoe Changhan,33,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4518,อำเภอเชียงขวัญ,Amphoe Chiang Khwan,33,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4519,อำเภอหนองฮี,Amphoe Nong Hi,33,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4520,อำเภอทุ่งเขาหลวง,Amphoe Thung Khao Luang,33,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4601,อำเภอเมืองกาฬสินธุ์,Amphoe Mueang Kalasin,34,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4602,อำเภอนามน,Amphoe Na Mon,34,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4603,อำเภอกมลาไสย,Amphoe Kamalasai,34,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4604,อำเภอร่องคำ,Amphoe Rong Kham,34,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4605,อำเภอกุฉินารายณ์,Amphoe Kuchinarai,34,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4606,อำเภอเขาวง,Amphoe Khao Wong,34,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4607,อำเภอยางตลาด,Amphoe Yang Talat,34,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4608,อำเภอห้วยเม็ก,Amphoe Huai Mek,34,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4609,อำเภอสหัสขันธ์,Amphoe Sahatsakhan,34,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4610,อำเภอคำม่วง,Amphoe Kham Muang,34,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4611,อำเภอท่าคันโท,Amphoe Tha Khantho,34,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4612,อำเภอหนองกุงศรี,Amphoe Nong Kung Si,34,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4613,อำเภอสมเด็จ,Amphoe Somdet,34,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4614,อำเภอห้วยผึ้ง,Amphoe Huai Phueng,34,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4615,อำเภอสามชัย,Amphoe Sam Chai,34,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4616,อำเภอนาคู,Amphoe Na Khu,34,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4617,อำเภอดอนจาน,Amphoe Don Chan,34,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4618,อำเภอฆ้องชัย,Amphoe Khong Chai,34,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4701,อำเภอเมืองสกลนคร,Amphoe Mueang Sakon Nakhon,35,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4702,อำเภอกุสุมาลย์,Amphoe Kusuman,35,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4703,อำเภอกุดบาก,Amphoe Kut Bak,35,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4704,อำเภอพรรณานิคม,Amphoe Phanna Nikhom,35,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4705,อำเภอพังโคน,Amphoe Phang Khon,35,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4706,อำเภอวาริชภูมิ,Amphoe Waritchaphum,35,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4707,อำเภอนิคมน้ำอูน,Amphoe Nikhom Nam Un,35,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4708,อำเภอวานรนิวาส,Amphoe Wanon Niwat,35,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4709,อำเภอคำตากล้า,Amphoe Kham Ta Kla,35,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4710,อำเภอบ้านม่วง,Amphoe Ban Muang,35,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4711,อำเภออากาศอำนวย,Amphoe Akat Amnuai,35,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4712,อำเภอสว่างแดนดิน,Amphoe Sawang Daen Din,35,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4713,อำเภอส่องดาว,Amphoe Song Dao,35,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4714,อำเภอเต่างอย,Amphoe Tao Ngoi,35,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4715,อำเภอโคกศรีสุพรรณ,Amphoe Khok Si Suphan,35,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4716,อำเภอเจริญศิลป์,Amphoe Charoen Sin,35,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4717,อำเภอโพนนาแก้ว,Amphoe Phon Na Kaeo,35,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4718,อำเภอภูพาน,Amphoe Phu Phan,35,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4801,อำเภอเมืองนครพนม,Amphoe Mueang Nakhon Phanom,36,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4802,อำเภอปลาปาก,Amphoe Pla Pak,36,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4803,อำเภอท่าอุเทน,Amphoe Tha Uthen,36,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4804,อำเภอบ้านแพง,Amphoe Ban Phaeng,36,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4805,อำเภอธาตุพนม,Amphoe That Phanom,36,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4806,อำเภอเรณูนคร,Amphoe Renu Nakhon,36,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4807,อำเภอนาแก,Amphoe Na Kae,36,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4808,อำเภอศรีสงคราม,Amphoe Si Songkhram,36,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4809,อำเภอนาหว้า,Amphoe Na Wa,36,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4810,อำเภอโพนสวรรค์,Amphoe Phon Sawan,36,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4811,อำเภอนาทม,Amphoe Na Thom,36,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4812,อำเภอวังยาง,Amphoe Wang Yang,36,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4901,อำเภอเมืองมุกดาหาร,Amphoe Mueang Mukdahan,37,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4902,อำเภอนิคมคำสร้อย,Amphoe Nikhom Kham Soi,37,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4903,อำเภอดอนตาล,Amphoe Don Tan,37,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4904,อำเภอดงหลวง,Amphoe Dong Luang,37,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4905,อำเภอคำชะอี,Amphoe Khamcha-i,37,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4906,อำเภอหว้านใหญ่,Amphoe Wan Yai,37,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
4907,อำเภอหนองสูง,Amphoe Nong Sung,37,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5001,อำเภอเมืองเชียงใหม่,Amphoe Mueang Chiang Mai,38,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5002,อำเภอจอมทอง,Amphoe Chom Thong,38,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5003,อำเภอแม่แจ่ม,Amphoe Mae Chaem,38,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5004,อำเภอเชียงดาว,Amphoe Chiang Dao,38,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5005,อำเภอดอยสะเก็ด,Amphoe Doi Saket,38,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5006,อำเภอแม่แตง,Amphoe Mae Taeng,38,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5007,อำเภอแม่ริม,Amphoe Mae Rim,38,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5008,อำเภอสะเมิง,Amphoe Samoeng,38,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5009,อำเภอฝาง,Amphoe Fang,38,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5010,อำเภอแม่อาย,Amphoe Mae Ai,38,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5011,อำเภอพร้าว,Amphoe Phrao,38,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5012,อำเภอสันป่าตอง,Amphoe San Pa Tong,38,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5013,อำเภอสันกำแพง,Amphoe San Kamphaeng,38,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5014,อำเภอสันทราย,Amphoe San Sai,38,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5015,อำเภอหางดง,Amphoe Hang Dong,38,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5016,อำเภอฮอด,Amphoe Hot,38,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5017,อำเภอดอยเต่า,Amphoe Doi Tao,38,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5018,อำเภออมก๋อย,Amphoe Omkoi,38,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5019,อำเภอสารภี,Amphoe Saraphi,38,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5020,อำเภอเวียงแหง,Amphoe Wiang Haeng,38,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5021,อำเภอไชยปราการ,Amphoe Chai Prakan,38,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5022,อำเภอแม่วาง,Amphoe Mae Wang,38,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5023,อำเภอแม่ออน,Amphoe Mae On,38,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5024,อำเภอดอยหล่อ,Amphoe Doi Lo,38,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5025,อำเภอกัลยาณิวัฒนา,Amphoe Galyani Vadhana,38,2025-11-15T14:48:00.000+07:00,2025-11-15T14:48:00.000+07:00,
5101,อำเภอเมืองลำพูน,Amphoe Mueang Lamphun,39,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5102,อำเภอแม่ทา,Amphoe Mae Tha,39,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5103,อำเภอบ้านโฮ่ง,Amphoe Ban Hong,39,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5104,อำเภอลี้,Amphoe Li,39,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5105,อำเภอทุ่งหัวช้าง,Amphoe Thung Hua Chang,39,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5106,อำเภอป่าซาง,Amphoe Pa Sang,39,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5107,อำเภอบ้านธิ,Amphoe Ban Thi,39,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5108,อำเภอเวียงหนองล่อง,Amphoe Wiang Nong Long,39,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5201,อำเภอเมืองลำปาง,Amphoe Mueang Lampang,40,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5202,อำเภอแม่เมาะ,Amphoe Mae Mo,40,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5203,อำเภอเกาะคา,Amphoe Ko Kha,40,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5204,อำเภอเสริมงาม,Amphoe Soem Ngam,40,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5205,อำเภองาว,Amphoe Ngao,40,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5206,อำเภอแจ้ห่ม,Amphoe Chae Hom,40,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5207,อำเภอวังเหนือ,Amphoe Wang Nuea,40,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5208,อำเภอเถิน,Amphoe Thoen,40,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5209,อำเภอแม่พริก,Amphoe Mae Phrik,40,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5210,อำเภอแม่ทะ,Amphoe Mae Tha,40,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5211,อำเภอสบปราบ,Amphoe Sop Prap,40,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5212,อำเภอห้างฉัตร,Amphoe Hang Chat,40,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5213,อำเภอเมืองปาน,Amphoe Mueang Pan,40,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5301,อำเภอเมืองอุตรดิตถ์,Amphoe Mueang Uttaradit,41,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5302,อำเภอตรอน,Amphoe Tron,41,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5303,อำเภอท่าปลา,Amphoe Tha Pla,41,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5304,อำเภอน้ำปาด,Amphoe Nam Pat,41,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5305,อำเภอฟากท่า,Amphoe Fak Tha,41,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5306,อำเภอบ้านโคก,Amphoe Ban Khok,41,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5307,อำเภอพิชัย,Amphoe Phichai,41,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5308,อำเภอลับแล,Amphoe Laplae,41,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5309,อำเภอทองแสนขัน,Amphoe Thong Saen Khan,41,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5401,อำเภอเมืองแพร่,Amphoe Mueang Phrae,42,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5402,อำเภอร้องกวาง,Amphoe Rong Kwang,42,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5403,อำเภอลอง,Amphoe Long,42,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5404,อำเภอสูงเม่น,Amphoe Sung Men,42,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5405,อำเภอเด่นชัย,Amphoe Den Chai,42,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5406,อำเภอสอง,Amphoe Song,42,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5407,อำเภอวังชิ้น,Amphoe Wang Chin,42,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5408,อำเภอหนองม่วงไข่,Amphoe Nong Muang Khai,42,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5501,อำเภอเมืองน่าน,Amphoe Mueang Nan,43,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5502,อำเภอแม่จริม,Amphoe Mae Charim,43,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5503,อำเภอบ้านหลวง,Amphoe Ban Luang,43,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5504,อำเภอนาน้อย,Amphoe Na Noi,43,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5505,อำเภอปัว,Amphoe Pua,43,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5506,อำเภอท่าวังผา,Amphoe Tha Wang Pha,43,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5507,อำเภอเวียงสา,Amphoe Wiang Sa,43,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5508,อำเภอทุ่งช้าง,Amphoe Thung Chang,43,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5509,อำเภอเชียงกลาง,Amphoe Chiang Klang,43,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5510,อำเภอนาหมื่น,Amphoe Na Muen,43,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5511,อำเภอสันติสุข,Amphoe Santi Suk,43,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5512,อำเภอบ่อเกลือ,Amphoe Bo Kluea,43,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5513,อำเภอสองแคว,Amphoe Song Khwae,43,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5514,อำเภอภูเพียง,Amphoe Phu Phiang,43,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5515,อำเภอเฉลิมพระเกียรติ,Amphoe Chaloem Phra Kiat,43,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5601,อำเภอเมืองพะเยา,Amphoe Mueang Phayao,44,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5602,อำเภอจุน,Amphoe Chun,44,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5603,อำเภอเชียงคำ,Amphoe Chiang Kham,44,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5604,อำเภอเชียงม่วน,Amphoe Chiang Muan,44,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5605,อำเภอดอกคำใต้,Amphoe Dok Khamtai,44,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5606,อำเภอปง,Amphoe Pong,44,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
5607,อำเภอแม่ใจ,Amphoe Mae Chai,44,2019-08-09T03:33:09.000+07:00,2025-09-20T06:31:26.000+07:00,
